elapsed_min,intensity_mm_h,event_id
0,4.172706197688271,T10_D300_chicago_early
5,4.555437524205385,T10_D300_chicago_early
10,5.076959121323917,T10_D300_chicago_early
15,5.769817679739412,T10_D300_chicago_early
20,6.66682828688441,T10_D300_chicago_early
25,7.797853275446067,T10_D300_chicago_early
30,9.185725479567505,T10_D300_chicago_early
35,10.841611831755298,T10_D300_chicago_early
40,12.760313285685653,T10_D300_chicago_early
45,14.916167239610246,T10_D300_chicago_early
50,17.260312377327185,T10_D300_chicago_early
55,19.720050642825434,T10_D300_chicago_early
60,22.20087079460986,T10_D300_chicago_early
65,24.591383950259424,T10_D300_chicago_early
70,26.770998634765725,T10_D300_chicago_early
75,28.619697868375372,T10_D300_chicago_early
80,30.028861664178244,T10_D300_chicago_early
85,30.911795635145708,T10_D300_chicago_early
90,31.212551926792056,T10_D300_chicago_early
95,30.911795635145708,T10_D300_chicago_early
100,30.028861664178244,T10_D300_chicago_early
105,28.619697868375372,T10_D300_chicago_early
110,26.770998634765725,T10_D300_chicago_early
115,24.591383950259424,T10_D300_chicago_early
120,22.200870794609852,T10_D300_chicago_early
125,19.720050642825427,T10_D300_chicago_early
130,17.26031237732718,T10_D300_chicago_early
135,14.916167239610242,T10_D300_chicago_early
140,12.76031328568565,T10_D300_chicago_early
145,10.841611831755294,T10_D300_chicago_early
150,9.185725479567502,T10_D300_chicago_early
155,7.797853275446073,T10_D300_chicago_early
160,6.66682828688441,T10_D300_chicago_early
165,5.76981767973941,T10_D300_chicago_early
170,5.076959121323917,T10_D300_chicago_early
175,4.5554375242053835,T10_D300_chicago_early
180,4.172706197688271,T10_D300_chicago_early
185,3.8987460276915575,T10_D300_chicago_early
190,3.7074076175970716,T10_D300_chicago_early
195,3.5769812615586782,T10_D300_chicago_early
200,3.4901880031231487,T10_D300_chicago_early
205,3.4337907240378787,T10_D300_chicago_early
210,3.3980005635574506,T10_D300_chicago_early
215,3.375814816918215,T10_D300_chicago_early
220,3.362379363150066,T10_D300_chicago_early
225,3.3544295994649294,T10_D300_chicago_early
230,3.349833078999462,T10_D300_chicago_early
235,3.3472357828303445,T10_D300_chicago_early
240,3.345801381526743,T10_D300_chicago_early
245,3.345027075852224,T10_D300_chicago_early
250,3.3446184940801915,T10_D300_chicago_early
255,3.3444077285982985,T10_D300_chicago_early
260,3.3443014366279042,T10_D300_chicago_early
265,3.344249027602752,T10_D300_chicago_early
270,3.3442237614883257,T10_D300_chicago_early
275,3.3442118513214694,T10_D300_chicago_early
280,3.34420636144144,T10_D300_chicago_early
285,3.3442038869234167,T10_D300_chicago_early
290,3.3442027961941534,T10_D300_chicago_early
295,3.3442023260224234,T10_D300_chicago_early
300,0.0,T10_D300_chicago_early
