elapsed_min,intensity_mm_h,event_id
0,6.048871019407456,T20_D180_chicago_late
5,6.048871861639313,T20_D180_chicago_late
10,6.04887531278636,T20_D180_chicago_late
15,6.048888606934243,T20_D180_chicago_late
20,6.048936741159692,T20_D180_chicago_late
25,6.049100522795182,T20_D180_chicago_late
30,6.049624127547076,T20_D180_chicago_late
35,6.051196531783832,T20_D180_chicago_late
40,6.0556308278649285,T20_D180_chicago_late
45,6.067370097665482,T20_D180_chicago_late
50,6.0965337948843965,T20_D180_chicago_late
55,6.164489264929555,T20_D180_chicago_late
60,6.312924954143636,T20_D180_chicago_late
65,6.616649107442315,T20_D180_chicago_late
70,7.198306264928438,T20_D180_chicago_late
75,8.239709493547236,T20_D180_chicago_late
80,9.980352226410286,T20_D180_chicago_late
85,12.69122562086259,T20_D180_chicago_late
90,16.61480572106265,T20_D180_chicago_late
95,21.872781003126597,T20_D180_chicago_late
100,28.360932701688892,T20_D180_chicago_late
105,35.66890943658897,T20_D180_chicago_late
110,43.07016129329312,T20_D180_chicago_late
115,49.613849321622006,T20_D180_chicago_late
120,54.31511138502679,T20_D180_chicago_late
125,56.39539120684866,T20_D180_chicago_late
130,55.4930835033284,T20_D180_chicago_late
135,51.76626723020207,T20_D180_chicago_late
140,45.84744664669834,T20_D180_chicago_late
145,38.668092281427704,T20_D180_chicago_late
150,31.21982444087221,T20_D180_chicago_late
155,24.33600980718607,T20_D180_chicago_late
160,18.55756226732559,T20_D180_chicago_late
165,14.104473021872689,T20_D180_chicago_late
170,10.933191406372835,T20_D180_chicago_late
175,8.837111940245691,T20_D180_chicago_late
180,0.0,T20_D180_chicago_late
