elapsed_min,intensity_mm_h,event_id
0,6.4878723644113245,T50_D180_chicago_center
5,6.488428080727174,T50_D180_chicago_center
10,6.490409136665795,T50_D180_chicago_center
15,6.49691574313178,T50_D180_chicago_center
20,6.516595295275642,T50_D180_chicago_center
25,6.571375232794288,T50_D180_chicago_center
30,6.711610191858084,T50_D180_chicago_center
35,7.041464574652877,T50_D180_chicago_center
40,7.753518749921469,T50_D180_chicago_center
45,9.162059076013865,T50_D180_chicago_center
50,11.71012402277963,T50_D180_chicago_center
55,15.913748068495662,T50_D180_chicago_center
60,22.21277150576023,T50_D180_chicago_center
65,30.734878794780652,T50_D180_chicago_center
70,41.04465548608899,T50_D180_chicago_center
75,52.00908170091207,T50_D180_chicago_center
80,61.912114758578866,T50_D180_chicago_center
85,68.86010955633824,T50_D180_chicago_center
90,71.36453532162642,T50_D180_chicago_center
95,68.86010955633824,T50_D180_chicago_center
100,61.912114758578866,T50_D180_chicago_center
105,52.00908170091212,T50_D180_chicago_center
110,41.04465548608903,T50_D180_chicago_center
115,30.734878794780666,T50_D180_chicago_center
120,22.212771505760248,T50_D180_chicago_center
125,15.913748068495677,T50_D180_chicago_center
130,11.71012402277963,T50_D180_chicago_center
135,9.162059076013865,T50_D180_chicago_center
140,7.753518749921471,T50_D180_chicago_center
145,7.041464574652878,T50_D180_chicago_center
150,6.711610191858085,T50_D180_chicago_center
155,6.5713752327942885,T50_D180_chicago_center
160,6.516595295275642,T50_D180_chicago_center
165,6.49691574313178,T50_D180_chicago_center
170,6.490409136665795,T50_D180_chicago_center
175,6.488428080727174,T50_D180_chicago_center
180,0.0,T50_D180_chicago_center
