elapsed_min,intensity_mm_h,event_id
0,3.5117206087280968,T20_D300_chicago_center
5,3.5118531896599334,T20_D300_chicago_center
10,3.5121440323333895,T20_D300_chicago_center
15,3.512763499648095,T20_D300_chicago_center
20,3.5140444204861465,T20_D300_chicago_center
25,3.5166155600528732,T20_D300_chicago_center
30,3.5216248827344687,T20_D300_chicago_center
35,3.5310965556689835,T20_D300_chicago_center
40,3.548474794611094,T20_D300_chicago_center
45,3.5794094072227467,T20_D300_chicago_center
50,3.632824214882058,T20_D300_chicago_center
55,3.7222705730912087,T20_D300_chicago_center
60,3.8674946843623315,T20_D300_chicago_center
65,4.09603495736539,T20_D300_chicago_center
70,4.444520784041499,T20_D300_chicago_center
75,4.959189988402547,T20_D300_chicago_center
80,5.695021969976012,T20_D300_chicago_center
85,6.712857243048362,T20_D300_chicago_center
90,8.074006478970624,T20_D300_chicago_center
95,9.832191329614853,T20_D300_chicago_center
100,12.023209319227137,T20_D300_chicago_center
105,14.653411991075842,T20_D300_chicago_center
110,17.68878827917539,T20_D300_chicago_center
115,21.046952537667,T20_D300_chicago_center
120,24.59443424906486,T20_D300_chicago_center
125,28.15119561414003,T20_D300_chicago_center
130,31.503233272260204,T20_D300_chicago_center
135,34.422594763732626,T20_D300_chicago_center
140,36.692472278593335,T20_D300_chicago_center
145,38.13364287091085,T20_D300_chicago_center
150,38.62781129850401,T20_D300_chicago_center
155,38.133642870910855,T20_D300_chicago_center
160,36.692472278593335,T20_D300_chicago_center
165,34.42259476373261,T20_D300_chicago_center
170,31.503233272260204,T20_D300_chicago_center
175,28.151195614140015,T20_D300_chicago_center
180,24.59443424906486,T20_D300_chicago_center
185,21.046952537667,T20_D300_chicago_center
190,17.6887882791754,T20_D300_chicago_center
195,14.653411991075842,T20_D300_chicago_center
200,12.023209319227147,T20_D300_chicago_center
205,9.832191329614853,T20_D300_chicago_center
210,8.074006478970631,T20_D300_chicago_center
215,6.712857243048362,T20_D300_chicago_center
220,5.695021969976015,T20_D300_chicago_center
225,4.959189988402547,T20_D300_chicago_center
230,4.444520784041501,T20_D300_chicago_center
235,4.09603495736539,T20_D300_chicago_center
240,3.8674946843623315,T20_D300_chicago_center
245,3.7222705730912087,T20_D300_chicago_center
250,3.632824214882058,T20_D300_chicago_center
255,3.5794094072227467,T20_D300_chicago_center
260,3.548474794611094,T20_D300_chicago_center
265,3.5310965556689835,T20_D300_chicago_center
270,3.5216248827344687,T20_D300_chicago_center
275,3.5166155600528732,T20_D300_chicago_center
280,3.5140444204861465,T20_D300_chicago_center
285,3.512763499648095,T20_D300_chicago_center
290,3.5121440323333895,T20_D300_chicago_center
295,3.5118531896599334,T20_D300_chicago_center
300,0.0,T20_D300_chicago_center
