elapsed_min,intensity_mm_h,event_id
0,3.0648761476398425,T5_D300_chicago_late
5,3.064876329293116,T5_D300_chicago_late
10,3.0648767601935414,T5_D300_chicago_late
15,3.064877759819155,T5_D300_chicago_late
20,3.064880027651952,T5_D300_chicago_late
25,3.0648850589872936,T5_D300_chicago_late
30,3.0648959743521305,T5_D300_chicago_late
35,3.0649191301030356,T5_D300_chicago_late
40,3.0649671616408947,T5_D300_chicago_late
45,3.0650645755268666,T5_D300_chicago_late
50,3.0652577367275096,T5_D300_chicago_late
55,3.0656321915240805,T5_D300_chicago_late
60,3.0663418229704207,T5_D300_chicago_late
65,3.067656415262851,T5_D300_chicago_late
70,3.0700367711064405,T5_D300_chicago_late
75,3.074249365141825,T5_D300_chicago_late
80,3.081535121255459,T5_D300_chicago_late
85,3.093848372731571,T5_D300_chicago_late
90,3.1141810449485545,T5_D300_chicago_late
95,3.146981816248937,T5_D300_chicago_late
100,3.19866848734535,T5_D300_chicago_late
105,3.2782123000062504,T5_D300_chicago_late
110,3.3977447362549498,T5_D300_chicago_late
115,3.573101519969847,T5_D300_chicago_late
120,3.8241790440952275,T5_D300_chicago_late
125,4.174942565187701,T5_D300_chicago_late
130,4.65290383738287,T5_D300_chicago_late
135,5.287891074462367,T5_D300_chicago_late
140,6.109978468987166,T5_D300_chicago_late
145,7.146534088935147,T5_D300_chicago_late
150,8.418483645753653,T5_D300_chicago_late
155,9.936061348911393,T5_D300_chicago_late
160,11.694502404756772,T5_D300_chicago_late
165,13.67028769184355,T5_D300_chicago_late
170,15.818637057284425,T5_D300_chicago_late
175,18.072924582749042,T5_D300_chicago_late
180,20.346533120507843,T5_D300_chicago_late
185,22.53737759442113,T5_D300_chicago_late
190,24.53493898642831,T5_D300_chicago_late
195,26.22922478875047,T5_D300_chicago_late
200,27.52068754752139,T5_D300_chicago_late
205,28.329874063208546,T5_D300_chicago_late
210,28.605509550924154,T5_D300_chicago_late
215,28.32987406320854,T5_D300_chicago_late
220,27.52068754752139,T5_D300_chicago_late
225,26.22922478875046,T5_D300_chicago_late
230,24.53493898642831,T5_D300_chicago_late
235,22.537377594421113,T5_D300_chicago_late
240,20.34653312050783,T5_D300_chicago_late
245,18.072924582749028,T5_D300_chicago_late
250,15.818637057284414,T5_D300_chicago_late
255,13.670287691843539,T5_D300_chicago_late
260,11.69450240475676,T5_D300_chicago_late
265,9.936061348911393,T5_D300_chicago_late
270,8.418483645753644,T5_D300_chicago_late
275,7.146534088935142,T5_D300_chicago_late
280,6.109978468987161,T5_D300_chicago_late
285,5.287891074462364,T5_D300_chicago_late
290,4.652903837382866,T5_D300_chicago_late
295,4.174942565187697,T5_D300_chicago_late
300,0.0,T5_D300_chicago_late
