elapsed_min,intensity_mm_h,event_id
0,3.824179044095227,T5_D300_chicago_early
5,4.174942565187698,T5_D300_chicago_early
10,4.65290383738287,T5_D300_chicago_early
15,5.287891074462366,T5_D300_chicago_early
20,6.109978468987166,T5_D300_chicago_early
25,7.146534088935143,T5_D300_chicago_early
30,8.418483645753655,T5_D300_chicago_early
35,9.9360613489114,T5_D300_chicago_early
40,11.694502404756776,T5_D300_chicago_early
45,13.670287691843544,T5_D300_chicago_early
50,15.818637057284429,T5_D300_chicago_early
55,18.07292458274904,T5_D300_chicago_early
60,20.34653312050785,T5_D300_chicago_early
65,22.53737759442112,T5_D300_chicago_early
70,24.534938986428315,T5_D300_chicago_early
75,26.22922478875047,T5_D300_chicago_early
80,27.520687547521398,T5_D300_chicago_early
85,28.32987406320855,T5_D300_chicago_early
90,28.60550955092416,T5_D300_chicago_early
95,28.32987406320855,T5_D300_chicago_early
100,27.520687547521398,T5_D300_chicago_early
105,26.22922478875047,T5_D300_chicago_early
110,24.534938986428315,T5_D300_chicago_early
115,22.53737759442112,T5_D300_chicago_early
120,20.34653312050784,T5_D300_chicago_early
125,18.072924582749035,T5_D300_chicago_early
130,15.818637057284423,T5_D300_chicago_early
135,13.67028769184354,T5_D300_chicago_early
140,11.69450240475677,T5_D300_chicago_early
145,9.936061348911396,T5_D300_chicago_early
150,8.418483645753653,T5_D300_chicago_early
155,7.146534088935149,T5_D300_chicago_early
160,6.109978468987166,T5_D300_chicago_early
165,5.2878910744623635,T5_D300_chicago_early
170,4.65290383738287,T5_D300_chicago_early
175,4.174942565187696,T5_D300_chicago_early
180,3.824179044095227,T5_D300_chicago_early
185,3.573101519969847,T5_D300_chicago_early
190,3.3977447362549507,T5_D300_chicago_early
195,3.278212300006251,T5_D300_chicago_early
200,3.198668487345351,T5_D300_chicago_early
205,3.146981816248937,T5_D300_chicago_early
210,3.1141810449485554,T5_D300_chicago_early
215,3.0938483727315718,T5_D300_chicago_early
220,3.08153512125546,T5_D300_chicago_early
225,3.0742493651418257,T5_D300_chicago_early
230,3.070036771106441,T5_D300_chicago_early
235,3.0676564152628516,T5_D300_chicago_early
240,3.0663418229704216,T5_D300_chicago_early
245,3.0656321915240814,T5_D300_chicago_early
250,3.06525773672751,T5_D300_chicago_early
255,3.0650645755268675,T5_D300_chicago_early
260,3.064967161640895,T5_D300_chicago_early
265,3.0649191301030365,T5_D300_chicago_early
270,3.064895974352131,T5_D300_chicago_early
275,3.0648850589872945,T5_D300_chicago_early
280,3.0648800276519528,T5_D300_chicago_early
285,3.0648777598191552,T5_D300_chicago_early
290,3.0648767601935423,T5_D300_chicago_early
295,3.0648763292931163,T5_D300_chicago_early
300,0.0,T5_D300_chicago_early
